project_scale_tier,project_complexity_tier,planned_budget,planned_duration,scope_variability_index,stakeholder_multiplicity_index,financial_uncertainty,technical_uncertainty,environmental_uncertainty,planning_maturity_score,contract_type,contingency_buffer_ratio,team_experience_score,supplier_dependency_index,regulatory_complexity_score,cost_overrun_pct,schedule_overrun_pct,log_planned_budget,log_planned_duration,complexity_x_uncertainty,scale_x_planning_maturity,stakeholder_x_governance,scope_x_technical_uncertainty,composite_risk_index
large,moderate,34249529.368491426,753.5025861600415,0.42952523178592344,0.11511899273201956,0.3035529461451921,0.1785416955330313,0.49104444175742107,0.7708408409575307,cost_reimbursable,0.1814554864399636,0.5569003435519634,0.592168664423911,0.5838382770941314,0.08031565496561076,0.10361302874106905,17.349183381512155,6.624732450257132,0.08833576357431809,9.240036720403047,0.026380571564285738,0.07668816315727704,0.3243796944785482
small,moderate,,68.11346170442299,0.27483658887590184,0.7485046657378799,0.6509931155079167,,0.33034677085886655,0.39598316343844564,hybrid_other,0.14682406668334924,0.5527166722914297,0.4546786413867965,0.10962214458942919,0.008459113288933994,0.04641993195097943,,4.221174869162419,,,0.45210942035055784,,
medium,moderate,12483405.534797678,108.98007873310551,0.12849936981162874,0.32334109171519254,0.03604788579666579,0.3561485658732977,0.43714166575682256,0.8799513618394186,cost_reimbursable,0.13414934189347874,0.5234844324532437,0.26494705621911957,0.7600927359041411,0.014335442415991433,-0.03803552764614821,16.339910763071586,4.691165101609321,0.062454752956650685,9.253161924037046,0.03881665772176452,0.045764866274034095,0.276446039142262
small,low,1494396.4063905552,70.02816888798357,0.15766334899696116,0.18248504552974681,0.06427266582092346,0.4015736016652737,0.22017999022124818,1.0,target_cost,0.23078816870953453,0.5795670234844519,0.2669646264309863,0.4424093661528192,-0.15,-0.17590659487172008,14.217232941736583,4.248897573788569,0.0388917883603922,9.233065257762576,0.0,0.06331343890731872,0.22867541923581514
medium,high,15155663.260689346,311.836703322078,0.5107828168115854,0.48586493861045765,,0.341161404433621,0.6519217396690482,0.5085767922979844,cost_reimbursable,0.1912573425880146,0.5974047366298084,0.2612577146643198,0.3553573249252901,0.1450296103104987,0.1519990795164579,16.53388483265589,5.742479664006596,,5.664620999886655,0.23876530664189402,0.17425938314400144,
small,moderate,1894234.6705265327,150.94901439919755,0.3542386981872824,0.740224952066308,0.033851442807681154,0.13571151673486415,0.30133768623133983,0.5517627019549679,cost_reimbursable,0.39109240143742646,0.7986320608075416,0.3113742005234985,0.2026758900498905,-0.02072095475135044,-0.03511269659367921,14.454325447126076,5.016942126811873,0.08589727328007654,5.3717596035420785,0.3317964324597153,0.04807427101717986,0.15696688192462838
medium,high,8092493.622692835,155.3668155347207,0.37053999343687816,0.4310872508297385,0.7412685019796658,,,0.7818817315128964,fixed_price,0.12909161567428354,0.39035927542201604,0.6881013345988417,0.3397534347205446,-0.05885411922448624,-0.033565270063702385,15.906447476730676,5.04578887288254,,8.191085418051514,0.09402800471784827,,
medium,high,13430736.150280323,166.43816611519838,0.34734728356362476,1.0,0.9961944993178461,0.3499583533392956,0.3524718358308149,0.6567581586203053,target_cost,0.19325092514066938,0.3821327587256617,0.23959696137875003,0.3652591006820044,0.011242797722494677,0.012986156297985125,16.41305638086766,5.1146238657603496,0.3814395599713927,7.069239819071066,0.3432418413796947,0.1215570833928035,0.5662082294959855
large,low,18500413.759106744,215.59088257366992,0.22002067972952413,0.048191492719322396,0.03331070257438503,0.27144852988684126,0.5287963625772525,0.7154016635225522,fixed_price,0.2542455244182595,0.35871899492345244,0.17579313759766713,0.10744337228434235,-0.06421166387902408,-0.0793312159808976,16.733303655155574,5.3733825495213114,0.0372616261670269,7.907580042898449,0.013715218660284191,0.05972429005728286,0.27785186501282627
small,low,1183183.9908770537,142.0261027792775,1e-06,0.02891455912044999,0.05597631080089986,0.07149918956355795,0.5223639701675498,0.7118175244264833,target_cost,0.11624057919339915,0.7036780708342831,0.4028528675585489,0.5792049562072006,-0.15000000000000005,-0.17999999999999994,13.98371965992635,4.956010863097274,0.003131745271495031,6.740816047101689,0.008332669227448084,7.149918956355795e-08,0.21661315684400254
large,high,26637240.711942784,256.7336767513352,0.5420565677876519,0.6325575057265611,0.4800246798221702,0.3491323096013597,0.5117187349868259,0.5900542898438753,cost_reimbursable,0.44772892833610334,0.6577804969450596,0.24878799326782813,0.312810412544445,0.14656931623563957,0.19172719201891888,17.097820821392983,5.548039270356579,0.2625019161209949,6.681143447170522,0.259314235899662,0.1892494614462889,0.4469585748034519
small,moderate,3048407.422951244,89.6550370520588,0.05633072512248874,0.25519331739393775,0.4508279069673905,0.4453964189426175,0.08294033558869714,0.8189247255197322,target_cost,0.325581075208078,0.6208951367968243,0.33933655220084774,0.2222339836267985,-0.1500000000000001,-0.17999999999999994,14.930129855803035,4.495969384218,0.05083888893988417,7.954256494026652,0.04620919999263739,0.025089503245997423,0.3263882204995684
small,low,992461.8263034115,126.91478901250748,0.03169368499389236,0.2673599010896493,0.14179952113872285,0.30609176739233945,0.18407943453203673,0.8944975153046908,fixed_price,0.07657017310667359,0.8558322805916799,0.4081297959877295,0.4799832434627692,-0.15000000000000005,-0.1511406588545898,13.807943828640985,4.843515908611702,0.0314988518386381,8.341842195889004,0.028207133872850107,0.009701176054956578,0.2106569076876997
medium,moderate,3056013.9928115923,152.1401331526145,0.05102233922006525,0.7168148939617219,0.6358988615972285,0.10717065671080847,1.0,0.4773554094598971,fixed_price,0.39712280362426633,0.8349420706711059,0.5923574613289838,0.274130541679802,-0.03700282814596241,-0.027918122226260868,14.93262200805767,5.024802024766712,0.22306561269685896,4.763392160476837,0.3746394267476715,0.005468097601136032,0.5810231727693457
medium,low,11165451.508402359,149.30834581297364,0.05282170591390671,0.21025792313320907,0.5357587262479714,0.24672662239849796,0.528007752006455,0.8419437636726261,cost_reimbursable,0.3904267415159024,0.598661602517097,0.7311731699805567,0.3328099001542079,-0.017823842814003114,0.007897950280170174,16.22833488206277,5.006013602600861,0.05746067313142932,8.939063641156913,0.0332325759884453,0.013032521089464968,0.4368310335509748
large,moderate,21562177.097712133,300.13431232399176,0.2783515271531703,0.5087713363572758,0.47696316490312657,0.32615397177736144,0.09941287351422566,0.5186902812902807,cost_reimbursable,0.12003685103907702,0.6133990186117142,0.4608796559037948,0.47098610449252537,0.10340080169020109,0.17394772615388726,16.886451277465156,5.70423008221163,0.11840033433809585,5.858783434494927,0.24487658878968838,0.09078545613130057,0.3008433367315712
large,moderate,24059547.791031428,410.81466067132925,0.17627077444933192,0.2580727600140706,0.45472988663602093,0.06292409715432752,0.29495938218954426,0.8647123363821119,fixed_price,0.35247147019159414,0.8035370931821387,0.4742742981313405,0.2101697152201557,-0.09197375096262617,-0.11316253653903502,16.996042473281452,6.018142165517231,0.05882556025531817,9.95032468447246,0.034914060745723556,0.011091679336918315,0.27087112199329755
small,high,754989.0999624478,192.2116733634203,0.5581520031449705,0.4591891064524009,0.2624100098247579,0.5641242145390932,0.4823508245995519,0.5678449691483705,fixed_price,0.13224267530513972,0.6326564510224428,0.5910712208001998,0.42367520519154317,-0.028597744422176847,-0.01679384006780353,13.534458590991115,5.258597230193533,0.22193042800797308,5.3357711014921,0.19844088246566952,0.31486706036757794,0.4362950163211344
large,high,20726647.652242765,377.7356048811825,0.22932007766203594,0.1949155067415179,0.3922352760584137,0.16854349637867516,0.3974264781357696,0.4957891839213668,fixed_price,0.15664633935030436,0.5838422817794994,0.40450437461096445,0.22058599502957166,0.11566536823190561,0.018120037349112602,16.84693075653697,5.934194492898433,0.06775079407588838,5.647317748114012,0.09827850672052106,0.03865040767898886,0.3194017501909528
small,high,1974972.4478252097,137.1843565463628,,,0.34818164404483676,0.3736146152596289,0.733018671913965,0.6907801488119218,fixed_price,0.057067731016349404,0.5982285224828326,0.409079871478516,0.057195433328300696,-0.0912905354035152,-0.06845104601774701,14.496065005751802,4.921325689449707,,6.706574016985262,,,0.48493831040614355
medium,moderate,11802199.684030896,151.42014271105353,0.12287849098661935,0.5720097794676131,0.1737601586490353,0.24177075775038573,0.16824913791759546,0.6524501871788826,fixed_price,0.2570124704351866,0.8270302042159985,0.18470926223681317,0.3049990339276264,-0.07347400108780006,-0.076821838868593,16.283796485963904,5.02005837515955,0.06761031871167159,6.949852045885873,0.19880189178581759,0.0297084258770589,0.1945933514390055
small,moderate,1327702.1690307348,74.95446941553845,0.19436088019365816,0.5769820482584803,0.4564232705185023,0.2693764879332289,,0.8693778569647195,hybrid_other,0.22645636962467322,0.7355961856408234,0.43268263423433084,0.4813668094059956,-0.13029137423032747,-0.1257580887837835,14.098960313557988,4.316880854732513,,8.005162264545525,0.07536663163640835,0.0523562512981787,
large,high,69848249.50086236,388.2286588199917,0.5156654306989197,0.19925022784392976,0.3604725441370434,0.9337442610029603,0.3096882294520864,0.44200818437011175,fixed_price,0.3179877482951174,0.2988756045389776,,0.6790883545536132,0.16507245610573001,0.17717443584630105,18.061835582520896,5.961594492894046,0.19110947067426598,5.309276354988248,0.11117999639930327,0.481499636512736,0.5346350115306967
small,moderate,1388911.4480862538,106.53742478367924,0.2328493812339128,0.5107978028480396,0.0847849034146079,0.2980480122509683,0.24327168061428933,0.6953754819278156,target_cost,0.1944434199986253,0.28477230226333594,0.12300907625191955,0.41797599654405093,-0.1200632804998528,-0.16880654641023465,14.144030867426503,4.668496329840228,0.07760015332738159,6.540885083039746,0.1556015345249147,0.06940029523063562,0.20870153209328848
small,low,1389969.3620533417,56.3143023178116,0.2604880304837048,0.4498079346433204,0.07854455520534105,0.2906980050190099,0.3182157663164958,0.8985252010626446,fixed_price,0.19339887807321063,0.5557626837679817,0.7879492251487904,0.3031551284602141,-0.15000000000000002,-0.10072339081189992,14.14479226317571,4.0309485405001,0.08138314592249006,8.16568058004266,0.04564416972835806,0.07572335079294401,0.22915277551361557
medium,low,16182256.577950982,143.8501525720234,0.4921297989547582,0.10511219350259174,0.28338728273059555,0.1383852546323175,0.5285536984109505,0.999999,fixed_price,0.3995241121262817,0.8811649284900271,0.46717649426206787,0.37245473128156337,-0.10027579968665293,-0.1521197225219708,16.599425926986857,4.968772150629761,0.09459578908967926,10.78408825470927,1.0511219350561432e-07,0.06810350754050543,0.31677541192462116
large,high,32932128.16595487,289.11981605135014,0.23306850240478483,0.5384248705151922,0.8539001076403789,0.5958192346506183,0.40327320435012715,0.8661967295360977,cost_reimbursable,0.2429095729702112,0.37042804466992413,0.3497849625819402,0.331946762703829,0.08332329108664518,0.09308030476431699,17.309959279229236,5.666841190607379,0.23826191163395646,9.951214711087975,0.07204300857403582,0.1388666967239847,0.6176641822137081
large,moderate,22141121.544922445,243.67048790335357,0.3883691479709891,0.48975692058942044,1.0,0.25294388453357747,0.5089943897764859,0.6619929026703465,target_cost,0.21417157065152465,0.3684001131947335,0.6064287596871865,0.40405023221749714,0.03259040416180009,0.052452142340483676,16.912947140913978,5.495816853188609,0.25786732164433473,7.4172213608553585,0.16554131512553963,0.09823560092077772,0.5873127581033545
medium,high,6711484.837908175,296.6919033217835,0.6899894880238262,0.1349941113871017,0.6614270077185749,0.9873553523542468,0.20977710844662192,0.4567385953093119,fixed_price,0.22706314511195308,0.5193493577680173,0.2997144511090426,0.47880112867167457,0.10545300257545588,0.09925502710244846,15.719330771786092,5.69269423781685,0.2555468466764053,4.889849112806951,0.07333709057712809,0.6812648140684913,0.6195198228398145
large,moderate,59625760.411363415,362.10550323374133,0.21993939158852632,0.28957626168775585,0.24990561160633637,0.3516892831103954,0.0571602827944579,0.7600052009259819,cost_reimbursable,0.39973920891722214,,0.17828828826091467,0.3899435531639546,0.05106848300587029,0.030789739949129966,17.90359826032187,5.891935614760887,0.05594101243645784,9.04236475193664,0.06949679674035825,0.07735032695550535,0.21958505917039658
large,moderate,63238602.15215298,517.6347962957942,0.27615403662597543,0.3563251164149745,0.2860659408272732,0.32116799752016995,0.09625871120584698,0.8178025329263839,cost_reimbursable,0.30353421406334136,0.8804132888214657,0.11491195729503054,0.454604079037147,0.06460609049434092,0.08927649074840013,17.962425466205353,6.24926996715546,0.07415740585999979,9.900192925922317,0.06492153366551973,0.0886918389502762,0.23449754985109672
medium,moderate,7439698.085131705,182.2483112377887,0.20637474739948922,0.18541275320922287,0.17970226202127373,0.8250504871496404,0.14457832955712593,0.7468301337490983,target_cost,0.1346394662463075,0.5849537295337891,0.40418933054251904,0.07500530003942217,-0.07572567166653972,-0.1066822832707085,15.82234082603047,5.205370104660863,0.07504892511779561,7.8520640834027935,0.04694092193119039,0.17026958587733254,0.3831103595760133
small,high,1939487.6898322254,102.77633626725216,0.32319205836081455,0.18755512259715618,0.5361673674143095,0.23150995324347126,0.33074649337004414,0.7114637129887729,cost_reimbursable,0.4777505684681707,0.7180732918790231,0.3021196859905831,0.4036981226209853,-0.07026609129551428,-0.09879303613736184,14.477934418758863,4.632555134570031,0.0935028110853023,6.798209927322265,0.05411645868411895,0.0748221783197734,0.36614127134260827
large,low,30919003.424377147,205.48250016369227,0.1460236865402333,0.3578979122434826,0.04731665508154207,0.2908555514835545,1e-06,0.41882289878907997,target_cost,0.22593063888212545,0.5410315323920684,0.5126862090190933,0.5429088742000885,0.006247623316350399,0.044862750608366475,17.246881550387137,5.3253608729559,0.02840213048634988,4.726886001957189,0.20800207116710748,0.042471799878321254,0.11272440218836553
medium,high,4356393.710877667,164.80645959497008,0.4253905597218802,0.22040707409565474,0.3626017378479409,0.20539763816486983,0.6062653306801232,0.7910949494382198,fixed_price,0.1354564206522439,,0.3172711424769488,0.15718775310164662,-0.09836272555758296,-0.10699247858149685,15.28715514253137,5.104771813278626,0.12638956150962308,8.06597521202719,0.04604415095812679,0.0873742162645062,0.3914215688976446
medium,low,7067686.613243385,164.8805991235613,0.19017169817966545,0.2565690858648879,0.042059921571575815,0.48798550604406027,0.26548267560372457,0.5523015666300805,target_cost,0.42740902308637446,0.3740312211004254,0.5873055939623385,0.4147547451869658,0.0006138800982284972,-0.04017077489561386,15.771043772622004,5.105221570270175,0.059232474760282254,5.764997027132302,0.11486557779286269,0.09280103237146234,0.26517603440645354
small,low,1988254.9201603625,57.57880011452924,0.28986893274117015,0.6726439444023811,0.2833032698095902,0.2536001137838079,0.014332716782729113,0.6061262489056694,hybrid_other,0.15443841013105372,0.8635970074171476,0.09829779447055019,0.4138615136926075,-0.08859772430355733,-0.10863627701487306,14.502767887434885,4.053154446386307,0.08842864082640291,5.623615799591986,0.2649367935326522,0.07351079432555171,0.18374536679204237
medium,high,13162848.726928744,132.18322285859728,0.3948795341563215,0.18955296124868767,0.6463110384424261,0.5210459131000126,0.8731599757424191,0.3386153753548268,fixed_price,0.23156269027989967,0.6814117832336773,0.37606674881121155,0.13705530208738198,0.07574088539846421,0.04467366159910107,16.392908929047103,4.884189012091841,0.1987573999548752,3.6023762529000876,0.12536741412584437,0.20575036743898814,0.6801723090949526
small,moderate,3714895.1589331706,87.41675425691305,0.5503591468560456,0.480130905614878,0.2128816096210905,0.409807302535667,0.47668800255596644,0.47682712021743034,target_cost,0.029948130770597558,0.7355315420481675,0.4016611330981145,0.11891241281847029,-0.04410100238724551,-0.03262336836073224,15.127861014721825,4.470686960593454,0.1888161624212728,4.672559595756367,0.25119146856314883,0.22554119739890705,0.36645897157090795
large,high,24861006.074886184,352.6202918882635,0.3340339663529164,,0.20053032800280662,0.5726632282454669,0.2618158317486504,0.40234623314059426,cost_reimbursable,0.13451838639148198,0.6982780833308794,0.13465110265482905,0.36152240832431615,0.14134203622974595,0.1939394845038813,17.028811112853315,5.865391817622289,,4.605698154916607,,0.19128896951529875,0.345003129332308
small,moderate,1773994.5420148275,119.64631847877367,0.47462593626913613,0.23555593829518257,0.5117468446255711,0.2764774826694431,0.5468542257567515,0.9257345021114737,fixed_price,0.14023066020008418,0.47260776757065354,0.5084420488898299,0.45572835836257514,-0.12063805015814964,-0.10739718451469979,14.388744365192379,4.784540044794282,0.15802476491615353,8.87468544856034,0.017493679038090716,0.1312233840693183,0.44502618435058855
small,moderate,2800845.7891027904,78.84410963654008,0.04227832543701952,0.44550227480800275,0.23786769371032496,,0.3484047555063868,0.9410737594312978,fixed_price,0.3031492524515783,0.5096899923256929,0.3818123079921487,0.5949518758809246,-0.15000000000000002,-0.11500495635112493,14.84543199706893,4.367472607213918,,9.040380182773674,0.026251774219240454,,
large,moderate,21762568.410512622,360.52014685011716,0.25040817465435183,0.24150586789041503,0.3228652498887033,0.12523799149114787,0.07712542341321318,,target_cost,0.2017579681325603,0.8122491479676567,0.38748630889545327,0.3652943052195156,-0.08011097899820718,-0.11856750574301425,16.895702006557954,5.8875478410167545,0.04306122595979109,,,0.031360616846675585,0.1750762215976881
small,moderate,2692802.090919002,92.49628007095605,0.3009118359967641,0.43642704763285733,0.2445176738557348,0.4525483778024341,0.4725963165513043,0.7281549319734815,cost_reimbursable,0.23551171384519923,0.361217348265509,0.26706248754999,0.45664910285388355,-0.04185783801593773,-0.03358758907769637,14.80609287890345,4.527168428260593,0.1437395907998587,7.038804785971788,0.11864054045236674,0.1361771632418877,0.38988745606982445
small,moderate,1894164.925032895,31.56825383229274,0.10424123574322464,0.5986318705667188,0.45862688267121265,0.2615796425310463,0.561556153936588,0.7967161074869624,fixed_price,0.19966487025634286,0.5851887470823648,0.14224079172083984,0.8574141781799681,-0.15000000000000008,-0.11369274089497852,14.454288626568008,3.4521519900580167,0.15015275263974615,7.133174833512365,0.1216922168311635,0.02726738518270723,0.4272542263796157
medium,moderate,4394712.798219796,135.11404332824623,0.3409299884337867,0.6886287601358166,0.21247851263210932,0.6022989355210181,0.06356506961397436,0.6392508326589598,hybrid_other,0.3929440920882597,0.32127309932053383,,0.3618646270986141,0.0013275041432013967,0.014857014808425308,15.295912739575918,4.906119187219383,0.15071753723462866,6.457082865303392,0.24842225182608876,0.20534176912086274,0.2927808392557006
large,moderate,17938232.90209105,460.16975593916067,0.26867242538264646,0.4820018046514244,0.14366699610912434,0.3723542649347584,0.20931059045887915,0.4666088517430563,fixed_price,0.3196591981558164,0.24771686172011936,0.3578429555956251,0.8056030127680618,0.09062091418248684,0.08579980889371883,16.70244490930258,6.131595456056951,0.09074798819100381,5.327282677767505,0.25709549604494236,0.10004132346159406,0.24177728383425398
small,moderate,4207884.233354013,,0.05227133614743433,0.44637811860340476,0.5249025033734313,0.31964433163341827,0.2625816115071195,0.13592029069775438,fixed_price,0.0209818084360193,0.48256475810106897,0.15458529149208075,0.43792682227399315,0.040218222465348806,0.0030899765952044278,15.252470521936173,,0.0920114993655557,,0.38570627496171334,0.016708236306432384,0.36904281550465634
small,high,1725421.3634634907,104.07132487327985,0.3291911543716012,0.4081211236466876,0.1886536709944302,0.6735338899801303,0.5378121918853833,0.732633420212356,fixed_price,0.4425648034761058,0.6597574682060288,0.3556626506599412,0.7201382450190139,-0.09629916817539311,-0.0881674637342703,14.360981847293349,4.645076480166216,0.1720395011677011,6.962236758601115,0.10911794896850503,0.22172139875095412,0.466666584286648
large,low,69232719.1428491,563.4645863743251,0.09092561935141828,0.19741309162674292,0.14180170279584098,0.4246187108646757,1e-06,0.7971326516356532,hybrid_other,0.4166767618206483,0.6785957811448222,0.5191863105888779,0.7196151962675804,0.10410647120257752,0.14294694109286304,18.05298412882712,6.334104485674115,0.027220203380883535,9.719872306475509,0.04004867043072518,0.038608719273571436,0.1888071378868389
large,high,22587543.60624143,220.46849807240383,0.40758328949156264,0.3316286801209655,0.4530269914321245,0.4789887932913768,0.6581358629269356,0.7935555703408673,fixed_price,0.16230979233132123,0.6629771641054025,0.36812263095882686,0.43788769560802604,0.0030092513754415447,0.022294020854822287,16.932909144428248,5.395754818795808,0.19590985524038104,8.859517833142919,0.06846289372618368,0.19522782799929347,0.5300505492168123
medium,moderate,8464797.95165652,164.1629664289739,,0.23047033215491736,0.29365517581384465,0.3878096059442372,0.09163259109301115,0.7208740849211782,target_cost,0.13956822537002717,0.7909573526002294,0.19044379462378952,0.3944592724572032,-0.07574327467776584,-0.07322493266721594,15.951426704588377,5.100859632171074,,7.588023824255046,0.06433024236126131,,0.2576991242836977
small,moderate,6880431.293610429,59.05052876355277,0.4479765421366984,0.3639855538121381,0.6215910576320468,0.10366403049797772,0.2186571469109336,0.611049737817118,target_cost,0.2298448830910574,0.7889945852353819,0.42076938139844905,0.32694919076540535,-0.09847985717414871,-0.06699922519895299,15.744191895969486,4.078393497108831,0.12773682612593454,6.05629280364897,0.1415722765860126,0.0464390539264373,0.3146374116803194
small,low,1144134.3613697472,190.73641650870917,0.13788295058823286,0.08915705262764767,0.27562860242884313,0.4329129071567212,0.5357307805643723,0.3631708396397529,fixed_price,0.2484119031893723,0.5625039124413772,0.39267906617481135,0.459588822742875,-0.03363420945399935,-0.03770565959949311,13.950158892775095,5.2508924566654285,0.04708326412617877,3.4866309702711624,0.05677781096505923,0.05969130898649843,0.41475743004997884
small,moderate,739061.5317915305,96.22285902060375,0.4602994496380253,0.3710247712810774,0.6356382214476387,0.5285766870713399,0.4553146268818982,0.6772384940378968,target_cost,0.2710200859413593,0.8014326185287678,0.510745312763383,0.08362013114305313,-0.14152630770270996,-0.024713702338904204,13.513136460052117,4.566666949201354,0.2243923548787684,6.122169416692027,0.11975251392792544,0.24330355815042848,0.539843178466959
small,moderate,3871013.311267655,101.35718234313879,0.10451624464227344,0.36390969211606644,0.5228922149350992,0.10220282957297327,0.1755886868178257,0.7985665203764238,cost_reimbursable,0.32968792596689467,0.6424449492749845,0.1012315632282997,,0.06912116621717229,0.062069874716348214,15.169026868269361,4.618650737117607,0.06251017114891613,7.9008884258321785,0.07330359555168355,0.010681855938781452,0.26689457710863274
medium,high,4732950.096965139,281.94730342873186,0.6734243850484111,0.28099736289220867,0.5916247703362418,0.6774821602709712,0.8314391506568568,0.6811106645115848,cost_reimbursable,0.2423380644234386,0.4224737271320887,0.4124602073507134,0.23613602360470043,0.08519030101353192,0.10433330891978068,15.370059265195602,5.641720186202249,0.33413447708497873,7.155673532356225,0.08960706232669349,0.45623300716174786,0.7001820270880232
small,moderate,1961524.805350602,129.6179604270211,0.2910374960622694,0.26791494878169914,0.39823855492512544,0.593663985709352,0.7285159364636551,0.4279506996252762,fixed_price,0.07685867346924467,0.8951015051933993,0.1409554520008457,0.3279471443849142,-0.02138987911380809,-0.06248759801848749,14.489232690664759,4.864591357858192,0.16027201898812304,4.141241270994946,0.15326055901050095,0.1727784799031967,0.5734728256993775
medium,moderate,5364547.194429818,164.1864156771694,0.18289539920011577,0.23940303837574028,0.13033537302153467,0.5300152924423431,0.19982423829762355,0.13591372350963107,fixed_price,0.06697204504285846,0.5905034869675809,0.5300715377342943,0.28960018367334944,0.03840593271845434,0.06596227304854634,15.495322530565177,5.101002463249878,0.060541752983407394,1.3996616102619417,0.20686488001057432,0.09693735849340845,0.28672496792050045
medium,high,8363977.472149233,126.60713039571512,0.6505527895062548,0.49007632784595084,0.14159341509736287,0.4401883888648636,,0.37314433696518,fixed_price,0.10015768395852806,0.3823403811949608,0.23432390787896148,0.5931834104192515,0.09332278587748412,0.03823815738223959,15.939444646096765,4.841088830365074,,3.8770691929285404,0.3072071214295433,0.28636578428430104,
medium,moderate,4438030.133184718,199.93104294267903,0.2993461824944144,0.5294676332371911,0.47780357567157555,0.4421749912254846,0.4791081080148797,0.5049532433796063,fixed_price,0.6712255696487208,0.78065420076894,0.2704796143078013,0.14682277276025976,-0.016304399827664705,0.041876844614258994,15.305721172263414,5.297972521809319,0.19326372759550153,5.201950978210984,0.2621112345695476,0.13236339561785002,0.46636222497064656
small,moderate,1805649.9251965643,77.50570743535276,0.32490260459099723,0.31931469319132144,0.10973108325807832,0.3295614607342103,0.43677228259728623,0.6287780765565241,fixed_price,0.10666978029828843,0.7385841050137001,0.21074385071828772,0.4414387100352944,-0.12339153096809446,-0.0984806109765019,14.40643115430068,4.350351577974823,0.09406268587794522,5.896926884394408,0.11853661459024574,0.10707537696535858,0.29202160886319156
large,moderate,37277629.88853808,128.13734226825088,0.21844269397728872,0.3514616090524446,0.5294804300472398,0.2459913315007743,0.22516883719246708,0.7406838147419285,target_cost,0.24691017891024877,0.6401121217014455,0.29487870242402014,0.28015337928400685,-0.05453904936788577,-0.011208649579202753,17.433903969809396,4.853102675151789,0.09504489716807482,8.253812550484279,0.09113968372414365,0.05373500914808942,0.33354686624682706
medium,high,4306686.526848792,160.565776419503,0.6459037807613104,0.5092168242309782,0.5500154744483695,0.5007488468811885,0.23629716877096343,0.565379775486966,fixed_price,0.22844118303045255,0.7454143258616315,0.49154143491182883,0.3343546146126178,0.004413771013660252,0.019067779191029664,15.275679379137385,5.078703680544368,0.24778520785119848,5.753978262229287,0.2213159304730819,0.3234355734124261,0.42902049670017384
medium,high,5055343.216566322,90.73243816275695,0.23065258912988407,0.20992690897719393,0.23701729837615826,0.7586083414057827,0.19850014497014332,0.5176128386111848,fixed_price,0.17229730092781248,0.8545916350336784,0.4886656436495004,0.5770723717732595,-0.043647048131929024,-0.057956346834135294,15.435956304584138,4.507914935550076,0.08768455648713233,5.16160190275092,0.10126604572063677,0.1749749780807708,0.3980419282506948
small,moderate,1655081.6923783307,189.90286439861944,0.02300049679492598,0.4917361074638188,0.549354589702544,0.4750514344237852,0.27395383198491324,0.8158081432833514,cost_reimbursable,0.5401054375878255,0.5422555093753674,0.3181636697853409,0.44986294312548,-0.01904555822494026,-0.08681425849125131,14.319360926528763,5.24651270142549,0.11138555724009558,7.980999518069025,0.09057378664837824,0.010926418994889261,0.4327866187037475
small,moderate,943183.3488913855,106.77406448188047,0.11029566911477107,0.16425579349386601,0.17014496494909612,0.20333230051203344,0.13742023752580018,0.3190825689998371,cost_reimbursable,0.11965948159577591,0.7158963903744537,0.20414258585207873,0.30631938695665667,-0.03132724737445298,-0.04114546263693403,13.757015974202336,4.67071505510526,0.02337794278136035,2.93998387883474,0.11184463293273651,0.022426672137620434,0.17029916766230993
large,high,23683005.67917886,208.08153067585516,0.8039782216537708,0.19783297674158135,0.1735655646998472,0.2796082349233256,0.1471361483368218,0.39932304353594705,target_cost,0.19294398146975056,0.42399211273590554,0.6261793103076727,0.6016853595831929,0.0884039412004298,0.10094307369716905,16.98026828894465,5.33792997730257,0.10023287139574227,4.456085428958269,0.11883371035735686,0.22479893147340507,0.20010331598666486
medium,low,7738931.606865828,124.03292246746382,0.14621855153462499,0.27096259303097675,,0.20705410771378085,0.4448652628681719,0.8436445198819327,fixed_price,0.4385892794368749,0.5463105873725914,0.3941546518600894,0.3814872783192971,-0.12004210137767568,-0.1487429728427923,15.86177420074951,4.820547034135018,,8.724263484124029,0.042366486327394856,0.03027515171920326,
small,high,1610788.7927603947,46.72320633217724,0.2880151873554101,0.7159601662786295,0.2796858583804975,0.38911432984977523,0.20299250227606308,0.5692263087741111,target_cost,0.12409168501065293,0.6738988902647145,0.42419114357770515,0.6665187347708659,-0.04286778896342333,-0.05473907629667502,14.292234550374017,3.8442409648504317,0.14587639579111153,5.161879505851628,0.30841680359854645,0.11207083661435786,0.2905975635021119
medium,moderate,6317816.548990796,105.6588222728288,0.4293710795030041,0.31526846792136637,0.493318173031675,0.586661660733441,0.2135571642016311,0.5346485289445551,fixed_price,0.18977041055316926,0.588372189060189,0.4025508503928602,0.3200591542433828,0.003219198695255892,0.002528451789784956,15.658884223675503,4.660215245287798,0.16053646745710623,5.43178832027966,0.1467106453246042,0.2518955505721427,0.431178999322249
medium,high,7200428.752189859,246.29482181608807,0.384335638756672,0.383707296832991,0.45500413888239555,0.1374262893345488,0.3246428533571692,0.9097691847416227,target_cost,0.08774106340655252,0.8393586322597651,0.24790044505678913,0.36095504847902193,-0.1010562566026293,-0.08965602447918866,15.789651131128576,5.506529281016279,0.11739194255517131,9.68730434583377,0.03462222221382894,0.052817820693353036,0.3056910938580379
