project_scale_tier,project_complexity_tier,planned_budget,planned_duration,scope_variability_index,stakeholder_multiplicity_index,financial_uncertainty,technical_uncertainty,environmental_uncertainty,planning_maturity_score,contract_type,contingency_buffer_ratio,team_experience_score,supplier_dependency_index,regulatory_complexity_score,cost_overrun_pct,schedule_overrun_pct
small,moderate,1894234.6705265327,150.94901439919755,0.3542386981872824,0.740224952066308,0.033851442807681154,0.13571151673486415,0.30133768623133983,0.5517627019549679,cost_reimbursable,0.39109240143742646,0.7986320608075416,0.3113742005234985,0.2026758900498905,-0.02072095475135044,-0.03511269659367921
medium,high,8092493.622692835,155.3668155347207,0.37053999343687816,0.4310872508297385,0.7412685019796658,,,0.7818817315128964,fixed_price,0.12909161567428354,0.39035927542201604,0.6881013345988417,0.3397534347205446,-0.05885411922448624,-0.033565270063702385
medium,high,13430736.150280323,166.43816611519838,0.34734728356362476,1.0,0.9961944993178461,0.3499583533392956,0.3524718358308149,0.6567581586203053,target_cost,0.19325092514066938,0.3821327587256617,0.23959696137875003,0.3652591006820044,0.011242797722494677,0.012986156297985125
large,low,18500413.759106744,215.59088257366992,0.22002067972952413,0.048191492719322396,0.03331070257438503,0.27144852988684126,0.5287963625772525,0.7154016635225522,fixed_price,0.2542455244182595,0.35871899492345244,0.17579313759766713,0.10744337228434235,-0.06421166387902408,-0.0793312159808976
small,low,1183183.9908770537,142.0261027792775,1e-06,0.02891455912044999,0.05597631080089986,0.07149918956355795,0.5223639701675498,0.7118175244264833,target_cost,0.11624057919339915,0.7036780708342831,0.4028528675585489,0.5792049562072006,-0.15000000000000005,-0.17999999999999994
large,high,26637240.711942784,256.7336767513352,0.5420565677876519,0.6325575057265611,0.4800246798221702,0.3491323096013597,0.5117187349868259,0.5900542898438753,cost_reimbursable,0.44772892833610334,0.6577804969450596,0.24878799326782813,0.312810412544445,0.14656931623563957,0.19172719201891888
small,moderate,3048407.422951244,89.6550370520588,0.05633072512248874,0.25519331739393775,0.4508279069673905,0.4453964189426175,0.08294033558869714,0.8189247255197322,target_cost,0.325581075208078,0.6208951367968243,0.33933655220084774,0.2222339836267985,-0.1500000000000001,-0.17999999999999994
small,low,992461.8263034115,126.91478901250748,0.03169368499389236,0.2673599010896493,0.14179952113872285,0.30609176739233945,0.18407943453203673,0.8944975153046908,fixed_price,0.07657017310667359,0.8558322805916799,0.4081297959877295,0.4799832434627692,-0.15000000000000005,-0.1511406588545898
medium,moderate,3056013.9928115923,152.1401331526145,0.05102233922006525,0.7168148939617219,0.6358988615972285,0.10717065671080847,1.0,0.4773554094598971,fixed_price,0.39712280362426633,0.8349420706711059,0.5923574613289838,0.274130541679802,-0.03700282814596241,-0.027918122226260868
medium,low,11165451.508402359,149.30834581297364,0.05282170591390671,0.21025792313320907,0.5357587262479714,0.24672662239849796,0.528007752006455,0.8419437636726261,cost_reimbursable,0.3904267415159024,0.598661602517097,0.7311731699805567,0.3328099001542079,-0.017823842814003114,0.007897950280170174
large,moderate,21562177.097712133,300.13431232399176,0.2783515271531703,0.5087713363572758,0.47696316490312657,0.32615397177736144,0.09941287351422566,0.5186902812902807,cost_reimbursable,0.12003685103907702,0.6133990186117142,0.4608796559037948,0.47098610449252537,0.10340080169020109,0.17394772615388726
large,moderate,24059547.791031428,410.81466067132925,0.17627077444933192,0.2580727600140706,0.45472988663602093,0.06292409715432752,0.29495938218954426,0.8647123363821119,fixed_price,0.35247147019159414,0.8035370931821387,0.4742742981313405,0.2101697152201557,-0.09197375096262617,-0.11316253653903502
small,high,754989.0999624478,192.2116733634203,0.5581520031449705,0.4591891064524009,0.2624100098247579,0.5641242145390932,0.4823508245995519,0.5678449691483705,fixed_price,0.13224267530513972,0.6326564510224428,0.5910712208001998,0.42367520519154317,-0.028597744422176847,-0.01679384006780353
large,high,20726647.652242765,377.7356048811825,0.22932007766203594,0.1949155067415179,0.3922352760584137,0.16854349637867516,0.3974264781357696,0.4957891839213668,fixed_price,0.15664633935030436,0.5838422817794994,0.40450437461096445,0.22058599502957166,0.11566536823190561,0.018120037349112602
small,high,1974972.4478252097,137.1843565463628,,,0.34818164404483676,0.3736146152596289,0.733018671913965,0.6907801488119218,fixed_price,0.057067731016349404,0.5982285224828326,0.409079871478516,0.057195433328300696,-0.0912905354035152,-0.06845104601774701
medium,moderate,11802199.684030896,151.42014271105353,0.12287849098661935,0.5720097794676131,0.1737601586490353,0.24177075775038573,0.16824913791759546,0.6524501871788826,fixed_price,0.2570124704351866,0.8270302042159985,0.18470926223681317,0.3049990339276264,-0.07347400108780006,-0.076821838868593
small,moderate,1327702.1690307348,74.95446941553845,0.19436088019365816,0.5769820482584803,0.4564232705185023,0.2693764879332289,,0.8693778569647195,hybrid_other,0.22645636962467322,0.7355961856408234,0.43268263423433084,0.4813668094059956,-0.13029137423032747,-0.1257580887837835
large,high,69848249.50086236,388.2286588199917,0.5156654306989197,0.19925022784392976,0.3604725441370434,0.9337442610029603,0.3096882294520864,0.44200818437011175,fixed_price,0.3179877482951174,0.2988756045389776,,0.6790883545536132,0.16507245610573001,0.17717443584630105
small,moderate,1388911.4480862538,106.53742478367924,0.2328493812339128,0.5107978028480396,0.0847849034146079,0.2980480122509683,0.24327168061428933,0.6953754819278156,target_cost,0.1944434199986253,0.28477230226333594,0.12300907625191955,0.41797599654405093,-0.1200632804998528,-0.16880654641023465
small,low,1389969.3620533417,56.3143023178116,0.2604880304837048,0.4498079346433204,0.07854455520534105,0.2906980050190099,0.3182157663164958,0.8985252010626446,fixed_price,0.19339887807321063,0.5557626837679817,0.7879492251487904,0.3031551284602141,-0.15000000000000002,-0.10072339081189992
medium,low,16182256.577950982,143.8501525720234,0.4921297989547582,0.10511219350259174,0.28338728273059555,0.1383852546323175,0.5285536984109505,0.999999,fixed_price,0.3995241121262817,0.8811649284900271,0.46717649426206787,0.37245473128156337,-0.10027579968665293,-0.1521197225219708
large,high,32932128.16595487,289.11981605135014,0.23306850240478483,0.5384248705151922,0.8539001076403789,0.5958192346506183,0.40327320435012715,0.8661967295360977,cost_reimbursable,0.2429095729702112,0.37042804466992413,0.3497849625819402,0.331946762703829,0.08332329108664518,0.09308030476431699
large,moderate,22141121.544922445,243.67048790335357,0.3883691479709891,0.48975692058942044,1.0,0.25294388453357747,0.5089943897764859,0.6619929026703465,target_cost,0.21417157065152465,0.3684001131947335,0.6064287596871865,0.40405023221749714,0.03259040416180009,0.052452142340483676
medium,high,6711484.837908175,296.6919033217835,0.6899894880238262,0.1349941113871017,0.6614270077185749,0.9873553523542468,0.20977710844662192,0.4567385953093119,fixed_price,0.22706314511195308,0.5193493577680173,0.2997144511090426,0.47880112867167457,0.10545300257545588,0.09925502710244846
large,moderate,59625760.411363415,362.10550323374133,0.21993939158852632,0.28957626168775585,0.24990561160633637,0.3516892831103954,0.0571602827944579,0.7600052009259819,cost_reimbursable,0.39973920891722214,,0.17828828826091467,0.3899435531639546,0.05106848300587029,0.030789739949129966
large,moderate,63238602.15215298,517.6347962957942,0.27615403662597543,0.3563251164149745,0.2860659408272732,0.32116799752016995,0.09625871120584698,0.8178025329263839,cost_reimbursable,0.30353421406334136,0.8804132888214657,0.11491195729503054,0.454604079037147,0.06460609049434092,0.08927649074840013
medium,moderate,7439698.085131705,182.2483112377887,0.20637474739948922,0.18541275320922287,0.17970226202127373,0.8250504871496404,0.14457832955712593,0.7468301337490983,target_cost,0.1346394662463075,0.5849537295337891,0.40418933054251904,0.07500530003942217,-0.07572567166653972,-0.1066822832707085
small,high,1939487.6898322254,102.77633626725216,0.32319205836081455,0.18755512259715618,0.5361673674143095,0.23150995324347126,0.33074649337004414,0.7114637129887729,cost_reimbursable,0.4777505684681707,0.7180732918790231,0.3021196859905831,0.4036981226209853,-0.07026609129551428,-0.09879303613736184
large,low,30919003.424377147,205.48250016369227,0.1460236865402333,0.3578979122434826,0.04731665508154207,0.2908555514835545,1e-06,0.41882289878907997,target_cost,0.22593063888212545,0.5410315323920684,0.5126862090190933,0.5429088742000885,0.006247623316350399,0.044862750608366475
medium,high,4356393.710877667,164.80645959497008,0.4253905597218802,0.22040707409565474,0.3626017378479409,0.20539763816486983,0.6062653306801232,0.7910949494382198,fixed_price,0.1354564206522439,,0.3172711424769488,0.15718775310164662,-0.09836272555758296,-0.10699247858149685
medium,low,7067686.613243385,164.8805991235613,0.19017169817966545,0.2565690858648879,0.042059921571575815,0.48798550604406027,0.26548267560372457,0.5523015666300805,target_cost,0.42740902308637446,0.3740312211004254,0.5873055939623385,0.4147547451869658,0.0006138800982284972,-0.04017077489561386
small,low,1988254.9201603625,57.57880011452924,0.28986893274117015,0.6726439444023811,0.2833032698095902,0.2536001137838079,0.014332716782729113,0.6061262489056694,hybrid_other,0.15443841013105372,0.8635970074171476,0.09829779447055019,0.4138615136926075,-0.08859772430355733,-0.10863627701487306
medium,high,13162848.726928744,132.18322285859728,0.3948795341563215,0.18955296124868767,0.6463110384424261,0.5210459131000126,0.8731599757424191,0.3386153753548268,fixed_price,0.23156269027989967,0.6814117832336773,0.37606674881121155,0.13705530208738198,0.07574088539846421,0.04467366159910107
small,moderate,3714895.1589331706,87.41675425691305,0.5503591468560456,0.480130905614878,0.2128816096210905,0.409807302535667,0.47668800255596644,0.47682712021743034,target_cost,0.029948130770597558,0.7355315420481675,0.4016611330981145,0.11891241281847029,-0.04410100238724551,-0.03262336836073224
large,high,24861006.074886184,352.6202918882635,0.3340339663529164,,0.20053032800280662,0.5726632282454669,0.2618158317486504,0.40234623314059426,cost_reimbursable,0.13451838639148198,0.6982780833308794,0.13465110265482905,0.36152240832431615,0.14134203622974595,0.1939394845038813
small,moderate,1773994.5420148275,119.64631847877367,0.47462593626913613,0.23555593829518257,0.5117468446255711,0.2764774826694431,0.5468542257567515,0.9257345021114737,fixed_price,0.14023066020008418,0.47260776757065354,0.5084420488898299,0.45572835836257514,-0.12063805015814964,-0.10739718451469979
small,moderate,2800845.7891027904,78.84410963654008,0.04227832543701952,0.44550227480800275,0.23786769371032496,,0.3484047555063868,0.9410737594312978,fixed_price,0.3031492524515783,0.5096899923256929,0.3818123079921487,0.5949518758809246,-0.15000000000000002,-0.11500495635112493
large,moderate,21762568.410512622,360.52014685011716,0.25040817465435183,0.24150586789041503,0.3228652498887033,0.12523799149114787,0.07712542341321318,,target_cost,0.2017579681325603,0.8122491479676567,0.38748630889545327,0.3652943052195156,-0.08011097899820718,-0.11856750574301425
small,moderate,2692802.090919002,92.49628007095605,0.3009118359967641,0.43642704763285733,0.2445176738557348,0.4525483778024341,0.4725963165513043,0.7281549319734815,cost_reimbursable,0.23551171384519923,0.361217348265509,0.26706248754999,0.45664910285388355,-0.04185783801593773,-0.03358758907769637
small,moderate,1894164.925032895,31.56825383229274,0.10424123574322464,0.5986318705667188,0.45862688267121265,0.2615796425310463,0.561556153936588,0.7967161074869624,fixed_price,0.19966487025634286,0.5851887470823648,0.14224079172083984,0.8574141781799681,-0.15000000000000008,-0.11369274089497852
medium,moderate,4394712.798219796,135.11404332824623,0.3409299884337867,0.6886287601358166,0.21247851263210932,0.6022989355210181,0.06356506961397436,0.6392508326589598,hybrid_other,0.3929440920882597,0.32127309932053383,,0.3618646270986141,0.0013275041432013967,0.014857014808425308
large,moderate,17938232.90209105,460.16975593916067,0.26867242538264646,0.4820018046514244,0.14366699610912434,0.3723542649347584,0.20931059045887915,0.4666088517430563,fixed_price,0.3196591981558164,0.24771686172011936,0.3578429555956251,0.8056030127680618,0.09062091418248684,0.08579980889371883
small,moderate,4207884.233354013,,0.05227133614743433,0.44637811860340476,0.5249025033734313,0.31964433163341827,0.2625816115071195,0.13592029069775438,fixed_price,0.0209818084360193,0.48256475810106897,0.15458529149208075,0.43792682227399315,0.040218222465348806,0.0030899765952044278
small,high,1725421.3634634907,104.07132487327985,0.3291911543716012,0.4081211236466876,0.1886536709944302,0.6735338899801303,0.5378121918853833,0.732633420212356,fixed_price,0.4425648034761058,0.6597574682060288,0.3556626506599412,0.7201382450190139,-0.09629916817539311,-0.0881674637342703
large,low,69232719.1428491,563.4645863743251,0.09092561935141828,0.19741309162674292,0.14180170279584098,0.4246187108646757,1e-06,0.7971326516356532,hybrid_other,0.4166767618206483,0.6785957811448222,0.5191863105888779,0.7196151962675804,0.10410647120257752,0.14294694109286304
large,high,22587543.60624143,220.46849807240383,0.40758328949156264,0.3316286801209655,0.4530269914321245,0.4789887932913768,0.6581358629269356,0.7935555703408673,fixed_price,0.16230979233132123,0.6629771641054025,0.36812263095882686,0.43788769560802604,0.0030092513754415447,0.022294020854822287
medium,moderate,8464797.95165652,164.1629664289739,,0.23047033215491736,0.29365517581384465,0.3878096059442372,0.09163259109301115,0.7208740849211782,target_cost,0.13956822537002717,0.7909573526002294,0.19044379462378952,0.3944592724572032,-0.07574327467776584,-0.07322493266721594
small,moderate,6880431.293610429,59.05052876355277,0.4479765421366984,0.3639855538121381,0.6215910576320468,0.10366403049797772,0.2186571469109336,0.611049737817118,target_cost,0.2298448830910574,0.7889945852353819,0.42076938139844905,0.32694919076540535,-0.09847985717414871,-0.06699922519895299
small,low,1144134.3613697472,190.73641650870917,0.13788295058823286,0.08915705262764767,0.27562860242884313,0.4329129071567212,0.5357307805643723,0.3631708396397529,fixed_price,0.2484119031893723,0.5625039124413772,0.39267906617481135,0.459588822742875,-0.03363420945399935,-0.03770565959949311
small,moderate,739061.5317915305,96.22285902060375,0.4602994496380253,0.3710247712810774,0.6356382214476387,0.5285766870713399,0.4553146268818982,0.6772384940378968,target_cost,0.2710200859413593,0.8014326185287678,0.510745312763383,0.08362013114305313,-0.14152630770270996,-0.024713702338904204
small,moderate,3871013.311267655,101.35718234313879,0.10451624464227344,0.36390969211606644,0.5228922149350992,0.10220282957297327,0.1755886868178257,0.7985665203764238,cost_reimbursable,0.32968792596689467,0.6424449492749845,0.1012315632282997,,0.06912116621717229,0.062069874716348214
medium,high,4732950.096965139,281.94730342873186,0.6734243850484111,0.28099736289220867,0.5916247703362418,0.6774821602709712,0.8314391506568568,0.6811106645115848,cost_reimbursable,0.2423380644234386,0.4224737271320887,0.4124602073507134,0.23613602360470043,0.08519030101353192,0.10433330891978068
small,moderate,1961524.805350602,129.6179604270211,0.2910374960622694,0.26791494878169914,0.39823855492512544,0.593663985709352,0.7285159364636551,0.4279506996252762,fixed_price,0.07685867346924467,0.8951015051933993,0.1409554520008457,0.3279471443849142,-0.02138987911380809,-0.06248759801848749
medium,moderate,5364547.194429818,164.1864156771694,0.18289539920011577,0.23940303837574028,0.13033537302153467,0.5300152924423431,0.19982423829762355,0.13591372350963107,fixed_price,0.06697204504285846,0.5905034869675809,0.5300715377342943,0.28960018367334944,0.03840593271845434,0.06596227304854634
medium,high,8363977.472149233,126.60713039571512,0.6505527895062548,0.49007632784595084,0.14159341509736287,0.4401883888648636,,0.37314433696518,fixed_price,0.10015768395852806,0.3823403811949608,0.23432390787896148,0.5931834104192515,0.09332278587748412,0.03823815738223959
medium,moderate,4438030.133184718,199.93104294267903,0.2993461824944144,0.5294676332371911,0.47780357567157555,0.4421749912254846,0.4791081080148797,0.5049532433796063,fixed_price,0.6712255696487208,0.78065420076894,0.2704796143078013,0.14682277276025976,-0.016304399827664705,0.041876844614258994
small,moderate,1805649.9251965643,77.50570743535276,0.32490260459099723,0.31931469319132144,0.10973108325807832,0.3295614607342103,0.43677228259728623,0.6287780765565241,fixed_price,0.10666978029828843,0.7385841050137001,0.21074385071828772,0.4414387100352944,-0.12339153096809446,-0.0984806109765019
large,moderate,37277629.88853808,128.13734226825088,0.21844269397728872,0.3514616090524446,0.5294804300472398,0.2459913315007743,0.22516883719246708,0.7406838147419285,target_cost,0.24691017891024877,0.6401121217014455,0.29487870242402014,0.28015337928400685,-0.05453904936788577,-0.011208649579202753
medium,high,4306686.526848792,160.565776419503,0.6459037807613104,0.5092168242309782,0.5500154744483695,0.5007488468811885,0.23629716877096343,0.565379775486966,fixed_price,0.22844118303045255,0.7454143258616315,0.49154143491182883,0.3343546146126178,0.004413771013660252,0.019067779191029664
medium,high,5055343.216566322,90.73243816275695,0.23065258912988407,0.20992690897719393,0.23701729837615826,0.7586083414057827,0.19850014497014332,0.5176128386111848,fixed_price,0.17229730092781248,0.8545916350336784,0.4886656436495004,0.5770723717732595,-0.043647048131929024,-0.057956346834135294
small,moderate,1655081.6923783307,189.90286439861944,0.02300049679492598,0.4917361074638188,0.549354589702544,0.4750514344237852,0.27395383198491324,0.8158081432833514,cost_reimbursable,0.5401054375878255,0.5422555093753674,0.3181636697853409,0.44986294312548,-0.01904555822494026,-0.08681425849125131
small,moderate,943183.3488913855,106.77406448188047,0.11029566911477107,0.16425579349386601,0.17014496494909612,0.20333230051203344,0.13742023752580018,0.3190825689998371,cost_reimbursable,0.11965948159577591,0.7158963903744537,0.20414258585207873,0.30631938695665667,-0.03132724737445298,-0.04114546263693403
large,high,23683005.67917886,208.08153067585516,0.8039782216537708,0.19783297674158135,0.1735655646998472,0.2796082349233256,0.1471361483368218,0.39932304353594705,target_cost,0.19294398146975056,0.42399211273590554,0.6261793103076727,0.6016853595831929,0.0884039412004298,0.10094307369716905
medium,low,7738931.606865828,124.03292246746382,0.14621855153462499,0.27096259303097675,,0.20705410771378085,0.4448652628681719,0.8436445198819327,fixed_price,0.4385892794368749,0.5463105873725914,0.3941546518600894,0.3814872783192971,-0.12004210137767568,-0.1487429728427923
small,high,1610788.7927603947,46.72320633217724,0.2880151873554101,0.7159601662786295,0.2796858583804975,0.38911432984977523,0.20299250227606308,0.5692263087741111,target_cost,0.12409168501065293,0.6738988902647145,0.42419114357770515,0.6665187347708659,-0.04286778896342333,-0.05473907629667502
medium,moderate,6317816.548990796,105.6588222728288,0.4293710795030041,0.31526846792136637,0.493318173031675,0.586661660733441,0.2135571642016311,0.5346485289445551,fixed_price,0.18977041055316926,0.588372189060189,0.4025508503928602,0.3200591542433828,0.003219198695255892,0.002528451789784956
medium,high,7200428.752189859,246.29482181608807,0.384335638756672,0.383707296832991,0.45500413888239555,0.1374262893345488,0.3246428533571692,0.9097691847416227,target_cost,0.08774106340655252,0.8393586322597651,0.24790044505678913,0.36095504847902193,-0.1010562566026293,-0.08965602447918866
large,high,20978599.392639924,729.759084322222,0.6781642701916686,0.6379549947212669,0.15467251709736665,0.2950626193461189,0.5002050316442864,0.7029423765330179,hybrid_other,0.05604124464941641,0.6239040549574065,0.2214110760080019,0.16899932267324463,0.11241272211714912,0.08394908468873676
small,moderate,2840107.706524345,133.02786336695752,0.08720842408457616,0.2737638165613479,0.14051381910513785,0.16308407005797532,0.19784980597220256,0.7621848499372258,fixed_price,0.47562351411097237,0.5818304332957527,0.5706383185724235,0.3696692030285403,-0.13035171612565827,-0.13088809138464558
large,high,62252460.889983535,288.0640884014168,0.6770501871001342,0.3214892050031468,0.8533075109461078,0.43827856865541753,0.6044903262188491,0.6101619642216324,cost_reimbursable,0.37274873625859506,0.7618778656261499,0.5517835041933397,0.7330857358284542,0.18326517288396993,0.24424272546353115
small,low,1557390.459293014,83.69809770835688,0.23373775873817992,0.1025577575810176,0.08618434913626476,0.43216679629276306,0.23927819342551715,0.5528185756586601,fixed_price,0.20337099554676258,0.7634285822810047,0.4539313373503266,0.17768943542199916,-0.1363340201245332,-0.17084290361143645
medium,moderate,9363250.655053888,111.87718135715595,0.0156452716732595,0.45402269442019694,0.29759200856569273,0.3126675164167886,0.2961379451835356,0.6147441369934411,cost_reimbursable,0.13968244530044255,0.6628286869086557,0.5257037627884329,0.8165882828026377,0.1278472420726192,0.17185451120440803
medium,moderate,6423020.700938787,373.8693331394819,0.3313169078279495,0.611399433381343,0.07522321513184381,0.17146284071437207,0.5043544856951023,0.20063934972977215,cost_reimbursable,0.5417981987484148,0.8111419902902994,0.3294376872934221,0.5897864459226211,0.13926288053329336,0.15643330071521483
small,low,2397778.926222444,92.24983730191931,0.07559636409075421,0.6832486055982414,1e-06,0.4984187532534459,0.35966415728928663,0.776711369776125,target_cost,0.0,0.7349501285227498,0.09734034169907893,0.5754091756140308,-0.15,-0.16960946861836262
small,moderate,4475843.377705638,231.88740533438454,0.24411370558902934,0.433291733804669,0.33632894288124443,0.30110202515921336,,0.7132546568309893,target_cost,0.5530188209494155,0.7482987042672694,0.1572699790915506,0.06358833405609556,-0.1288720831335775,-0.03887562357707287
medium,low,9478180.850114025,286.40526086047527,,0.11799123240072701,0.10270425103614045,0.3341922820521711,0.2825601132053679,0.9993959491564712,fixed_price,0.05662130660165286,0.8079788682056811,0.2942744335061977,0.6589326972671835,-0.15000000000000005,-0.1407703842321304
large,high,11731926.449266199,148.96053833239273,0.6490866479118633,0.48236621971841237,0.37126510435411636,0.2988014775029741,0.837154174132987,0.7736242990456561,fixed_price,0.21934243176093288,0.6771479221595984,0.2335756890265036,0.5588899887002874,0.03419889262449512,0.08699169589816007
medium,moderate,9212554.472500715,125.66492530522373,0.5664370035540616,0.24591350912077087,0.2925225280871319,0.20184106120017642,0.19762336337058206,0.7752410567635762,fixed_price,0.022033776709702992,0.887981922646241,0.489720253957575,0.30970751803900914,-0.09371132303530168,-0.011633513103364673
large,high,56012707.719613016,228.69333333247653,0.33010873649251,0.7201164001752133,0.29680693395635965,0.8979459664886095,0.8919942713373855,0.702286904262155,cost_reimbursable,0.12862647608328034,0.8583145002596758,0.21876063400532408,0.20804923591652738,0.212686138854334,0.2327721971471505
large,moderate,26291861.2636707,289.47283382597027,0.4482684028779954,0.3255571119241712,0.3701501541774713,0.5894924904901325,0.040544239950412266,,hybrid_other,0.48691193581037095,0.5021211286872922,0.5641533612725977,0.2917154082499104,0.026080493489072158,0.08260298747251368
medium,moderate,12209563.538083566,160.11211662664766,0.28715147064376945,0.3235890479737521,0.6754965941546025,0.5868372323782204,0.15430404430608344,0.5776246624637004,target_cost,0.07256994542196958,0.7132486064710806,0.5908406060771155,0.2149795741939137,0.02539421578656869,-0.018454651305083645
large,low,20606969.846558515,,0.18782322090307726,0.4447878465031681,0.28288326275544823,1e-06,0.0981627484196298,0.9052338601887515,fixed_price,0.14197188470487215,0.553857294895233,,0.3483968131660279,-0.08687027554354074,-0.09324394251597416
small,low,915769.191031123,64.65780663504418,0.15199632997411494,0.2960793999906328,0.09740623358760596,0.14220913502310367,0.12041123064775411,0.9515263256313138,hybrid_other,0.20933889292377467,0.37311599783534144,0.541747191334804,0.21239551298305578,-0.15,-0.17999999999999997
small,low,2133784.8587230262,109.02617317385025,0.15246543622778147,0.5725095577292387,1e-06,0.18102927492496612,0.40958907982812764,0.8218927071603708,target_cost,0.24731066850384023,0.5900278543736448,0.29481011708193666,0.4887285353809607,-0.10748015368258859,-0.17999999999999997
large,moderate,11835713.722693892,382.4519777379143,0.29395851689525215,0.3537274134861374,0.5516550305119464,0.43245943178052987,0.6660922309108614,0.4922795594039354,fixed_price,0.06961601001865914,0.6037743668545021,0.2520781407161175,0.12784952600940477,0.031153660742046122,0.03602987385599204
large,low,26044549.533063143,,,0.5593828354111479,1e-06,0.3334070826672546,0.5879663720545778,0.9242526708620082,target_cost,0.18775582058797027,0.39480948081921113,0.5744460701822719,0.46498388535279894,-0.03238312226761014,0.019237906236925423
small,moderate,3871520.8665381907,103.96686380500509,0.23550890451489426,0.41942686623976727,0.07865079584297081,0.043115944262748396,0.5699237386732205,0.6773495451370398,fixed_price,0.17121645680541847,0.5078121330869682,0.1757452198492822,0.29948983885266534,-0.05146801994412779,-0.05847146847149795
medium,moderate,2695039.1497050114,107.99408339861117,0.4059708243763031,0.4369081113676997,0.4364173185857063,0.45117681557162287,0.4390152908115186,0.7470322993346302,hybrid_other,0.1958256338405252,0.7551679131889149,0.21686377843591959,0.6124356076636012,-0.020896240854217357,-0.003040513013254491
medium,moderate,3740244.965807526,171.15926166740928,0.3273774925918511,0.778438110449553,0.5451964373242341,0.35101947840659115,0.31576223542064674,0.6998679319750596,fixed_price,0.174749719238033,0.7040380555735618,0.1870713436359028,0.0,-0.043413465656700845,-0.004707138573912954
large,moderate,17250354.16466795,366.70569247220146,0.24457385260181547,0.12816641574690546,0.330061435042169,0.3089177676152413,0.4737747967515797,0.6945714725814631,target_cost,,0.5418277782277348,0.4564545583562918,0.1662470558997201,-0.04090536076227092,-0.034015918603294934
medium,moderate,7039682.818650564,186.98721278889246,0.37433776111852396,0.1975608744324319,0.46215792723225413,0.23959068615783582,0.09373762561971767,0.6083496316616571,cost_reimbursable,0.3731372347283166,0.43974258980536884,0.3572705178248848,0.11567384327967609,0.0762564721176738,0.04735562343385696
medium,low,6015363.100858445,206.042068006548,0.186018905585619,0.23060502563559876,0.08445461132416687,0.8242511062371927,0.4792043184386711,0.5436898153152805,target_cost,0.46309779030108483,0.8973868274503541,0.48700554415943087,0.5330100600501441,-0.03274136273318692,-0.008439377725526774
medium,low,15059971.960504048,288.6004369161194,0.4710429009671376,0.36785555680089005,1e-06,0.5377230043395399,0.11812773002579621,0.45926866994729654,fixed_price,0.3439251680409325,0.6404294800703974,0.3492828037247873,0.30395707570067826,0.04611166260879389,0.0781685854913474
medium,low,11950230.574915808,238.59954835494568,0.34168594293633925,0.3507085282302482,0.23907265673617592,0.32081009991285003,0.1144935298967763,0.5131206959938419,cost_reimbursable,0.371239089729747,0.8345302998461945,0.3629730785190174,0.25315787221408287,0.042399512412352576,0.05092032045628912
medium,high,9412432.050140718,168.76679410094312,0.751393898124284,0.17752764772833043,0.7241534310224274,0.5098755608257596,0.40653899300345064,0.6992625317458114,cost_reimbursable,0.3030544135586401,0.2989272010149074,0.25020241902946894,0.06614605333884216,0.0761720858103329,0.0677260923037315
large,moderate,31823888.087375056,187.03516723368483,0.6411945726351597,0.2518131094274922,0.3456852849657287,0.4130247509667799,0.3811247485749208,0.4957520131345213,fixed_price,0.24519741536681727,0.8831739752191408,0.5615579349616105,0.39295247613131107,0.05444339444584081,0.10216901576544671
medium,moderate,8926004.997318525,129.02392988150794,0.19298624486745594,0.4037359374524009,0.4908204356389879,0.2474552642411598,0.12077488571012329,0.3856855410232248,cost_reimbursable,0.11324150836744341,0.8143006894659606,0.6513694166399105,0.2838382858801399,0.0870331696346318,0.07996430563057237
small,moderate,1266501.8070601786,91.1172864953792,0.11096269868295308,0.5064743104819379,0.7725160735777906,0.29240663756540025,0.7248138543174908,0.5092093950196485,hybrid_other,0.254042619414726,0.8690282084929735,0.45484869321565424,0.5704711748646948,0.04021970899612314,-0.06728391230698666
small,moderate,3096395.911320271,110.05038787896362,0.025668740475198404,0.5179549205936282,0.1372294866647364,0.5836838099548092,0.13252402450622155,0.7698067306824388,cost_reimbursable,0.3036187195043332,0.7309549380930396,0.23956525906571202,0.4288384378558999,-0.07250324487167538,-0.10371796521913834
medium,high,4080528.1549015213,135.45871335467302,0.27716079442204705,0.3245279554230659,0.23936165109500163,0.5239873835205918,0.5220308035152311,0.7262216266932651,fixed_price,0.08673207508901201,0.6610708134182015,0.3881446807244466,0.2671511893320026,-0.08728681174752406,-0.04398341513892797
large,moderate,45553409.78010692,205.55357803636787,0.1590861229308126,0.12370745891432455,0.3235888962917398,0.36995159733309113,0.311863100959739,0.9588559882453368,cost_reimbursable,0.08979972396024541,0.7960153340492193,0.43038691900396764,0.33156552105736464,0.002782849600625168,-0.01232006545598767
small,low,3674009.3920220076,61.850521120197165,0.158601755024893,0.37534573750803346,0.16277494867358627,0.7296731539931149,0.21507101560753566,,hybrid_other,0.2188731053259154,0.4757555635236268,0.5873330780107296,0.23074412428487315,-0.08377101766445148,-0.09756209512903567
small,low,2212535.261383738,51.394383516195994,1e-06,0.18541058077068195,0.2341553311317654,0.3263425897940151,0.1652830989302041,0.6615989479318389,fixed_price,0.40817322449687193,0.59078031669074,0.6192460852846838,0.037296262759733384,-0.15000000000000002,-0.18
